2,1,0,0
2,2,0.00013334,0.000339951
2,4,0.000166663,0.000372669
2,8,0.000100001,0.000300002
2,12,0.000366656,0.00048188
2,16,0.000433326,0.000495527
2,24,0.000533334,0.000498889
2,32,0.000566665,0.000495534
4,1,3.33309e-005,0.000179492
4,2,0.000100001,0.000300002
4,4,0.000100001,0.000300002
4,8,0.000233332,0.000422951
4,12,0.000233332,0.000422951
4,16,0.000399995,0.000489892
4,24,0.000599988,0.000489888
4,32,0.00089999,0.000395817
8,1,0,0
8,2,6.66698e-005,0.000249455
8,4,0.000100009,0.000300026
8,8,0.000199993,0.000399987
8,12,0.000333341,0.000471415
8,16,0.000366672,0.000481901
8,24,0.000666666,0.000471404
8,32,0.000866652,0.000339929
16,1,6.66698e-005,0.000249455
16,2,0.000100001,0.000300002
16,4,6.66618e-005,0.000249426
16,8,0.00016667,0.000372687
16,12,0.000333325,0.000471393
16,16,0.000399995,0.000489892
16,24,0.000533326,0.000498881
16,32,0.000633327,0.00048189
32,1,6.66698e-005,0.000249455
32,2,3.33309e-005,0.000179492
32,4,6.66618e-005,0.000249426
32,8,0.000200009,0.000400019
32,12,0.000266671,0.000442224
32,16,0.000333325,0.000471393
32,24,0.000466681,0.000498902
32,32,0.000766675,0.000422957
64,1,6.66698e-005,0.000249455
64,2,6.66618e-005,0.000249426
64,4,0.000100009,0.000300026
64,8,0.000366672,0.000481901
64,12,0.000300002,0.000458261
64,16,0.000366672,0.000481901
64,24,0.000499996,0.000499996
64,32,0.000666666,0.000471404
128,1,0.000199993,0.000399987
128,2,0.000199986,0.000399971
128,4,0.000100001,0.000300002
128,8,0.000300002,0.000458261
128,12,0.000533334,0.000498889
128,16,3.33309e-005,0.000179492
128,24,0.000566657,0.000495528
128,32,0.000733352,0.000442228
512,1,0.0044,0.00645807
512,2,0.00170003,0.00380481
512,4,0.000800045,0.00094515
512,8,0.000933297,0.00265746
512,12,0.000966668,0.00265181
512,16,0.000366672,0.000481901
512,24,0.000933345,0.00283941
512,32,0.000666666,0.000471404
1024,1,0.0135,0.00480795
1024,2,0.00613333,0.00710273
1024,4,0.00236668,0.00474333
1024,8,0.000933337,0.00276809
1024,12,0.002,0.00473989
1024,16,0.00133332,0.0038326
1024,24,0.00156666,0.00382694
1024,32,0.000966668,0.00273843
2048,1,0.0572,0.00698285
2048,2,0.0297667,0.00413668
2048,4,0.0151,0.00284429
2048,8,0.00763333,0.00715766
2048,12,0.00536668,0.00699757
2048,16,0.00803335,0.00767893
2048,24,0.00756664,0.00769277
2048,32,0.00356669,0.00613019
4096,1,0.223967,0.00682389
4096,2,0.112633,0.00659033
4096,4,0.0579,0.00722656
4096,8,0.0299,0.00422175
4096,12,0.0216333,0.0077265
4096,16,0.0173,0.00469859
4096,24,0.0183667,0.00644201
4096,32,0.0150667,0.00209655
8192,1,0.8984,0.0125129
8192,2,0.4525,0.00718678
8192,4,0.231767,0.00463095
8192,8,0.119933,0.0100662
8192,12,0.0854333,0.00892817
8192,16,0.0644,0.00468045
8192,24,0.0693333,0.00748482
8192,32,0.0531,0.00729538
